tpep_pickup_datetime,trip_distance,passenger_count,PULocationID,DOLocationID,fare_amount
2026-01-11 21:04:36,3.24,2.0,239,90,17.7
2026-01-10 10:14:50,2.23,1.0,234,45,14.9
2026-01-02 09:23:14,2.18,1.0,186,237,16.3
2026-01-05 08:52:33,1.34,1.0,163,48,9.3
2026-01-30 16:26:26,0.6,2.0,170,107,6.5
2026-01-27 15:34:45,13.5,1.0,205,74,45.5
2026-01-03 21:17:00,2.54,1.0,114,161,14.9
2026-01-31 20:16:49,8.81,2.0,263,13,35.9
2026-01-18 07:49:22,0.79,1.0,229,107,6.5
2026-01-06 06:55:36,2.61,1.0,262,162,14.9
2026-01-29 17:28:06,0.99,2.0,234,249,7.9
2026-01-07 19:52:18,3.68,1.0,125,142,27.5
2026-01-28 10:51:24,0.32,1.0,238,238,5.1
2026-01-19 09:52:16,0.83,1.0,48,48,5.8
2026-01-29 07:41:25,1.72,1.0,43,140,16.3
2026-01-01 10:53:16,1.9,3.0,161,246,14.2
2026-01-14 11:29:42,0.2,1.0,238,238,3.7
2026-01-29 15:46:17,1.47,1.0,68,211,11.4
2026-01-13 23:15:48,2.58,1.0,48,237,15.6
2026-01-10 20:22:33,5.87,2.0,70,135,24.7
2026-01-05 11:40:27,2.83,1.0,144,186,19.8
2026-01-05 16:16:38,0.75,1.0,186,230,7.9
2026-01-20 13:03:21,0.8,1.0,113,234,11.4
2026-01-04 16:59:19,0.5,2.0,237,141,7.2
2026-01-08 16:19:18,1.45,1.0,107,100,12.1
2026-01-17 02:44:40,2.84,4.0,229,236,17.7
2026-01-12 08:33:23,1.59,1.0,50,186,12.8
2026-01-11 17:45:34,1.39,1.0,170,164,11.4
2026-01-24 12:11:37,0.39,1.0,236,236,5.1
2026-01-17 22:50:01,3.39,1.0,236,74,19.1
2026-01-30 14:58:56,1.2,1.0,151,166,10.7
2026-01-16 06:43:13,1.5,1.0,137,161,9.3
2026-01-24 23:48:12,6.96,1.0,132,76,29.6
2026-01-31 01:24:47,1.03,1.0,107,170,6.5
2026-01-23 01:26:40,2.07,3.0,114,68,13.5
2026-01-13 19:36:18,6.75,1.0,186,41,32.4
2026-01-08 16:22:58,5.4,1.0,260,79,35.9
2026-01-31 18:52:45,1.54,4.0,50,239,11.4
2026-01-30 15:08:51,17.5,1.0,161,132,70.0
2026-01-02 15:01:06,6.13,1.0,237,87,30.3
2026-01-30 19:25:49,1.94,2.0,107,148,18.4
2026-01-19 12:59:41,0.91,1.0,161,237,7.9
2026-01-10 14:10:59,1.44,2.0,137,234,10.7
2026-01-04 11:23:51,4.37,4.0,164,45,23.3
2026-01-16 22:52:54,2.74,2.0,161,68,18.4
2026-01-19 20:30:57,2.44,1.0,237,145,12.8
2026-01-20 17:43:07,1.29,1.0,137,229,12.1
2026-01-16 16:42:12,2.31,1.0,162,262,16.3
2026-01-23 21:39:50,2.7,1.0,230,231,19.8
2026-01-30 22:31:12,7.36,1.0,132,93,28.9
2026-01-09 20:55:31,2.2,1.0,140,143,15.6
2026-01-08 16:30:00,1.2,1.0,237,236,9.3
2026-01-19 13:43:51,23.2,1.0,132,48,106.6
2026-01-14 09:54:43,1.66,1.0,162,234,14.2
2026-01-10 00:37:12,2.81,1.0,164,236,14.2
2026-01-28 11:55:09,3.1,1.0,186,140,45.0
2026-01-22 18:10:40,5.7,2.0,87,48,31.7
2026-01-21 14:33:03,0.57,1.0,238,239,5.8
2026-01-30 22:34:10,1.82,1.0,87,79,13.5
2026-01-12 16:22:13,3.17,2.0,75,50,20.5
2026-01-01 23:10:00,1.0,4.0,79,114,7.2
2026-01-13 21:27:21,0.69,1.0,230,186,6.5
2026-01-04 08:58:23,1.67,1.0,151,236,10.7
2026-01-24 19:21:33,1.22,2.0,100,230,26.1
2026-01-03 15:39:26,0.88,3.0,100,161,22.6
2026-01-27 18:19:06,2.87,2.0,163,90,31.7
2026-01-14 21:08:14,12.49,1.0,138,234,49.9
2026-01-10 10:59:29,1.62,1.0,24,41,12.1
2026-01-08 11:57:00,1.95,1.0,229,263,15.6
2026-01-03 16:18:19,2.21,1.0,114,186,19.1
2026-01-21 14:35:41,0.58,1.0,141,162,8.6
2026-01-25 14:54:13,1.02,4.0,239,239,7.9
2026-01-14 07:19:16,2.4,1.0,236,161,13.5
2026-01-14 13:55:14,1.35,1.0,233,48,12.1
2026-01-31 01:34:12,3.32,1.0,90,236,17.7
2026-01-17 06:07:05,5.4,1.0,188,261,30.5
2026-01-17 20:18:00,1.51,1.0,170,142,11.4
2026-01-12 16:08:02,1.08,2.0,238,236,7.9
2026-01-13 10:49:10,1.83,1.0,246,162,24.7
2026-01-18 20:35:57,1.32,1.0,229,137,8.6
2026-01-18 14:00:50,0.56,2.0,239,142,7.2
2026-01-07 13:57:01,1.0,1.0,249,234,10.0
2026-01-15 07:04:11,2.2,1.0,113,48,12.8
2026-01-21 10:46:17,0.29,1.0,237,237,5.1
2026-01-20 20:48:12,1.6,1.0,230,141,14.2
2026-01-30 06:51:31,5.9,1.0,132,265,27.5
2026-01-10 16:44:38,0.79,4.0,229,230,11.4
2026-01-28 19:59:13,1.27,1.0,43,237,11.4
2026-01-05 12:47:31,0.64,1.0,141,141,6.5
2026-01-23 10:09:12,2.16,1.0,140,230,18.4
2026-01-20 10:02:37,3.0,1.0,225,188,21.5
2026-01-17 21:01:34,1.52,1.0,186,163,12.8
2026-01-10 12:33:11,2.53,1.0,43,164,15.6
2026-01-11 19:09:23,0.86,1.0,48,186,10.7
2026-01-01 00:50:50,4.99,2.0,164,88,26.1
2026-01-08 10:07:32,1.44,1.0,162,234,10.7
2026-01-30 12:05:38,2.63,1.0,162,239,30.3
2026-01-03 12:22:51,0.46,3.0,161,170,5.1
2026-01-29 17:08:01,2.79,1.0,234,143,35.2
2026-01-08 21:19:02,4.07,1.0,107,236,23.3
2026-01-09 13:57:05,2.02,1.0,237,239,13.5
2026-01-14 14:43:25,1.56,1.0,234,162,16.3
2026-01-11 05:38:56,17.52,1.0,132,161,70.0
2026-01-24 20:15:06,1.04,1.0,231,232,9.3
2026-01-03 22:05:25,0.97,1.0,170,163,17.0
2026-01-15 17:00:38,1.8,1.0,170,141,10.7
2026-01-22 21:37:34,0.83,1.0,79,232,9.3
2026-01-30 18:59:08,2.24,1.0,233,148,21.2
2026-01-12 20:31:33,0.7,1.0,237,162,6.5
2026-01-08 08:39:34,1.77,1.0,140,163,14.2
2026-01-07 08:54:47,1.72,1.0,142,237,12.8
2026-01-22 18:15:39,0.44,1.0,43,163,7.2
2026-01-09 15:07:34,2.02,1.0,141,239,17.7
2026-01-19 05:21:07,4.82,1.0,132,203,19.8
2026-01-15 20:05:46,0.6,1.0,239,142,5.8
2026-01-19 14:54:10,1.09,2.0,162,237,7.9
2026-01-03 16:46:25,1.86,2.0,161,113,14.2
2026-01-29 09:31:14,0.5,1.0,24,238,5.8
2026-01-29 18:08:28,0.85,1.0,161,237,17.0
2026-01-24 10:59:30,0.8,1.0,263,237,10.7
2026-01-31 14:28:09,0.62,1.0,229,141,5.8
2026-01-07 14:18:54,10.87,1.0,230,138,52.7
2026-01-10 13:45:06,5.94,1.0,163,87,30.3
2026-01-24 11:44:34,0.93,1.0,161,50,7.2
2026-01-10 23:09:10,19.68,1.0,142,150,78.6
2026-01-21 14:07:42,1.01,1.0,237,236,11.4
2026-01-13 14:51:20,2.61,1.0,141,238,23.3
2026-01-03 17:37:37,5.8,1.0,166,164,34.5
2026-01-21 16:08:54,0.57,2.0,143,142,10.0
2026-01-22 23:23:25,3.0,1.0,162,238,15.6
2026-01-13 00:27:33,0.71,1.0,166,166,11.4
2026-01-02 16:01:14,4.58,2.0,113,112,28.2
2026-01-02 09:31:21,2.35,1.0,74,151,15.6
2026-01-14 12:26:28,5.9,1.0,228,123,36.5
2026-01-20 12:38:36,0.44,1.0,161,170,7.2
2026-01-13 17:55:01,1.3,4.0,68,230,12.8
2026-01-04 23:35:37,0.99,1.0,230,90,7.2
2026-01-06 14:10:58,2.16,1.0,141,238,14.2
2026-01-04 19:58:19,0.6,1.0,100,90,6.5
2026-01-15 09:52:09,1.13,1.0,230,186,11.4
2026-01-12 10:19:32,1.13,1.0,234,230,9.3
2026-01-17 22:51:55,2.2,1.0,137,144,17.7
2026-01-30 12:13:33,0.77,1.0,141,229,14.9
2026-01-24 11:28:07,2.81,1.0,158,48,17.0
2026-01-08 21:37:28,18.55,1.0,132,144,70.0
2026-01-29 19:47:40,0.67,1.0,170,234,7.9
2026-01-31 16:20:23,1.32,1.0,249,107,20.5
2026-01-22 19:03:32,1.6,1.0,186,162,13.5
2026-01-10 02:48:34,0.44,3.0,79,4,7.2
2026-01-12 20:37:17,1.2,1.0,100,230,8.6
2026-01-20 12:00:51,0.77,1.0,236,75,8.6
2026-01-28 18:23:09,16.3,1.0,33,94,46.5
2026-01-03 00:43:35,11.75,1.0,132,150,43.6
2026-01-05 11:09:29,0.4,1.0,142,142,5.8
2026-01-16 22:05:33,1.43,1.0,42,247,9.3
2026-01-17 13:25:26,1.01,1.0,87,45,7.2
2026-01-19 11:15:27,1.97,1.0,234,43,12.1
2026-01-10 17:59:44,2.8,1.0,234,237,17.7
2026-01-20 07:59:13,3.35,1.0,166,237,20.5
2026-01-31 17:31:55,0.83,1.0,90,249,7.2
2026-01-03 18:39:23,0.7,1.0,170,186,12.1
2026-01-10 14:37:05,7.26,3.0,231,166,38.7
2026-01-01 13:03:59,0.91,2.0,262,237,8.6
2026-01-30 04:54:43,0.28,1.0,137,137,5.8
2026-01-20 17:56:27,0.48,1.0,161,162,10.0
2026-01-29 07:43:24,1.52,1.0,125,234,11.4
2026-01-25 01:07:44,1.89,1.0,186,79,12.1
2026-01-06 20:19:06,1.53,1.0,137,229,9.3
2026-01-22 16:49:57,4.9,1.0,17,79,25.5
2026-01-17 15:56:30,1.12,1.0,230,233,10.0
2026-01-06 08:43:05,0.25,1.0,140,140,4.4
2026-01-08 09:34:42,1.47,1.0,113,100,12.8
2026-01-21 03:04:44,8.2,1.0,246,160,33.8
2026-01-31 12:33:51,1.37,1.0,170,234,11.4
2026-01-16 00:42:57,2.93,1.0,249,48,14.9
2026-01-07 18:40:50,3.48,1.0,162,144,21.9
2026-01-14 11:29:59,11.3,1.0,161,138,45.7
2026-01-26 17:12:08,10.01,1.0,132,82,40.8
2026-01-04 12:01:29,0.7,1.0,234,68,6.5
2026-01-07 22:28:55,18.25,1.0,132,107,70.0
2026-01-10 15:10:33,1.3,1.0,249,79,10.7
2026-01-23 16:53:55,1.46,1.0,237,236,10.7
2026-01-10 15:07:53,1.0,1.0,164,246,10.0
2026-01-15 09:53:48,1.4,1.0,137,164,15.6
2026-01-30 17:35:23,2.26,1.0,186,237,24.7
2026-01-27 19:28:34,1.7,1.0,211,88,12.1
2026-01-27 18:03:46,1.32,2.0,170,237,14.9
2026-01-12 18:32:57,2.7,1.0,262,170,14.9
2026-01-01 13:16:29,1.8,1.0,237,75,10.0
2026-01-05 13:15:04,1.12,1.0,90,68,8.6
2026-01-12 20:46:09,3.53,2.0,138,7,16.3
2026-01-16 17:28:29,2.6,1.0,238,74,19.1
2026-01-14 13:02:04,1.16,2.0,236,237,11.4
2026-01-22 13:29:45,9.16,1.0,138,79,38.0
2026-01-17 09:35:50,0.4,2.0,90,186,4.4
2026-01-28 05:58:06,3.8,1.0,186,262,20.5
2026-01-06 09:10:52,1.11,1.0,87,231,13.5
2026-01-22 00:27:15,0.52,1.0,79,79,5.1
2026-01-20 13:17:05,10.31,2.0,138,211,48.5
2026-01-08 10:49:54,1.81,2.0,230,140,21.2
2026-01-02 15:44:41,19.78,1.0,132,265,111.5
2026-01-02 14:31:38,19.83,1.0,166,132,70.0
2026-01-21 11:20:41,0.32,1.0,170,233,7.9
2026-01-28 22:35:31,2.27,5.0,100,239,14.2
2026-01-19 10:01:30,1.67,1.0,151,239,11.4
2026-01-22 19:56:13,7.9,1.0,263,256,34.5
2026-01-17 18:52:56,1.27,4.0,234,114,12.1
2026-01-24 12:27:16,1.2,1.0,162,237,8.6
2026-01-20 21:10:46,3.72,1.0,233,179,20.5
2026-01-01 16:21:46,2.6,1.0,161,113,16.3
2026-01-28 17:52:42,2.81,1.0,50,211,22.6
2026-01-29 20:43:59,19.42,1.0,132,140,70.0
2026-01-10 10:24:50,0.8,1.0,75,74,16.5
2026-01-19 16:33:42,0.54,1.0,142,43,5.8
2026-01-06 15:44:23,0.88,1.0,148,232,7.9
2026-01-09 02:33:08,3.39,2.0,79,163,18.4
2026-01-24 12:25:58,1.75,1.0,237,263,12.1
2026-01-16 22:49:59,2.2,1.0,239,163,12.1
2026-01-14 21:40:23,2.3,2.0,107,161,14.9
2026-01-03 16:55:30,1.45,1.0,68,249,10.7
2026-01-28 16:00:50,2.9,2.0,261,246,24.7
2026-01-23 14:33:37,1.56,1.0,140,142,14.9
2026-01-20 11:56:15,0.3,1.0,236,141,5.1
2026-01-04 14:12:27,2.96,1.0,234,140,14.9
2026-01-17 12:32:27,0.69,1.0,90,100,8.6
2026-01-06 18:20:22,1.06,1.0,161,237,11.4
2026-01-04 17:07:20,1.1,1.0,262,140,8.6
2026-01-21 15:36:57,1.16,2.0,239,163,8.6
2026-01-31 16:02:36,1.1,1.0,142,239,8.6
2026-01-20 15:06:21,0.84,1.0,239,142,6.5
2026-01-29 13:29:42,1.4,1.0,142,237,13.5
2026-01-03 22:52:36,1.04,4.0,148,4,10.0
2026-01-31 09:29:09,2.16,1.0,238,48,12.8
2026-01-13 14:25:56,3.49,1.0,68,262,26.1
2026-01-16 17:00:48,14.57,1.0,132,146,63.2
2026-01-16 23:32:06,1.42,1.0,237,263,8.6
2026-01-09 13:08:47,0.61,1.0,236,237,9.3
2026-01-06 11:30:10,0.55,1.0,75,236,5.8
2026-01-18 18:09:25,1.0,1.0,239,151,7.2
2026-01-11 23:33:44,0.27,1.0,234,90,3.7
2026-01-12 04:30:21,12.9,1.0,77,226,45.5
2026-01-14 15:22:30,1.39,1.0,143,50,10.0
2026-01-14 20:01:50,1.3,1.0,114,164,8.6
2026-01-16 23:30:57,48.46,2.0,186,265,200.0
2026-01-16 15:57:48,0.73,1.0,161,100,8.6
2026-01-21 10:52:05,10.69,1.0,138,125,47.8
2026-01-01 21:37:28,6.4,1.0,186,112,27.5
2026-01-28 19:26:23,0.89,1.0,137,162,9.3
2026-01-06 12:37:23,9.5,1.0,75,17,42.5
2026-01-24 02:03:21,1.45,1.0,148,107,12.1
2026-01-29 21:19:44,0.88,1.0,230,48,12.1
2026-01-24 11:23:03,3.04,1.0,237,246,17.7
2026-01-20 19:23:45,7.02,2.0,186,255,34.5
2026-01-12 15:57:31,3.31,1.0,79,142,22.6
2026-01-05 14:32:14,0.59,1.0,237,163,5.1
2026-01-11 08:55:14,1.2,1.0,186,230,9.3
2026-01-21 22:06:24,18.2,1.0,132,161,70.0
2026-01-28 19:20:24,8.53,1.0,138,197,40.1
2026-01-05 08:45:42,1.65,1.0,237,170,12.8
2026-01-13 17:48:12,1.11,2.0,186,249,8.6
2026-01-09 16:09:00,0.5,1.0,237,237,6.5
2026-01-05 16:21:11,0.66,2.0,48,230,5.8
2026-01-27 16:56:49,3.69,1.0,243,243,38.7
2026-01-16 11:11:46,0.58,1.0,164,68,7.9
2026-01-28 17:53:12,2.6,1.0,231,246,14.9
2026-01-25 00:05:14,1.87,1.0,137,246,12.8
2026-01-12 10:28:48,1.03,1.0,68,230,15.6
2026-01-04 09:18:30,0.6,1.0,141,263,5.8
2026-01-19 09:55:36,0.69,1.0,68,68,6.5
2026-01-13 13:21:29,4.13,1.0,170,74,24.0
2026-01-16 10:42:24,1.84,2.0,239,237,13.5
2026-01-16 08:52:30,4.3,1.0,230,13,21.9
2026-01-13 15:47:14,3.02,2.0,68,231,20.5
2026-01-19 19:21:52,2.64,1.0,230,239,15.6
2026-01-31 21:48:02,1.6,2.0,239,263,11.4
2026-01-19 17:11:42,3.04,1.0,230,24,17.0
2026-01-05 00:58:14,1.68,2.0,48,68,9.3
2026-01-13 22:11:37,17.57,2.0,132,164,70.0
2026-01-21 12:03:44,1.8,1.0,17,97,19.5
2026-01-13 08:29:01,0.62,1.0,161,237,6.5
2026-01-21 14:51:50,1.53,2.0,170,234,11.4
2026-01-22 20:53:14,2.85,1.0,209,79,14.9
2026-01-15 10:53:20,1.14,1.0,234,68,7.9
2026-01-27 16:38:48,4.49,1.0,107,88,28.2
2026-01-01 09:37:26,1.3,1.0,162,141,7.9
2026-01-06 21:16:08,0.99,1.0,237,163,7.9
2026-01-15 14:46:45,0.7,1.0,230,50,7.9
2026-01-16 15:17:27,0.89,1.0,107,4,7.9
2026-01-12 07:25:55,19.5,1.0,136,33,49.5
2026-01-10 16:32:48,3.12,1.0,229,114,19.1
2026-01-09 18:21:04,1.3,1.0,233,230,15.6
2026-01-21 13:23:29,1.31,1.0,230,68,12.1
2026-01-02 05:36:05,0.8,1.0,107,170,6.5
2026-01-07 10:12:19,0.48,1.0,162,230,10.7
2026-01-01 08:47:46,8.1,1.0,128,239,36.6
2026-01-07 17:40:56,1.07,1.0,230,233,11.4
2026-01-20 13:52:58,2.0,1.0,164,211,11.4
2026-01-31 13:56:50,2.36,1.0,143,229,17.7
2026-01-17 00:01:14,5.3,1.0,229,209,25.4
2026-01-10 13:13:33,3.12,4.0,68,43,21.2
2026-01-19 14:58:23,1.21,1.0,141,236,9.3
2026-01-03 20:21:29,2.19,1.0,141,239,13.5
2026-01-15 20:10:08,3.4,2.0,236,42,17.7
2026-01-08 00:57:18,5.9,1.0,234,166,27.5
2026-01-07 18:30:55,1.42,1.0,237,263,10.0
2026-01-31 13:11:23,0.51,1.0,236,236,6.5
2026-01-15 12:30:28,0.39,1.0,52,33,7.9
2026-01-14 18:35:09,23.22,1.0,132,14,85.6
2026-01-24 19:28:48,1.96,1.0,229,262,11.4
2026-01-03 14:08:54,2.5,2.0,231,68,13.5
2026-01-07 11:54:36,2.14,1.0,162,234,17.7
2026-01-15 15:54:52,1.7,1.0,137,48,15.6
2026-01-04 22:36:45,6.68,2.0,70,15,28.2
2026-01-10 16:47:36,2.25,1.0,239,262,19.1
2026-01-10 09:52:54,1.43,1.0,230,50,10.0
2026-01-29 23:38:45,1.6,1.0,161,239,10.0
2026-01-17 11:14:57,2.19,3.0,162,249,16.3
2026-01-17 07:21:14,7.7,1.0,113,7,31.5
2026-01-29 13:30:15,1.21,1.0,237,50,12.1
2026-01-30 18:06:27,10.21,2.0,144,138,42.2
2026-01-05 05:55:05,1.81,1.0,140,233,10.7
2026-01-07 10:36:35,1.5,1.0,238,236,10.7
2026-01-08 06:00:57,0.9,1.0,50,161,7.2
2026-01-21 19:28:36,1.56,1.0,237,238,10.0
2026-01-24 09:46:37,2.18,1.0,114,107,14.2
2026-01-15 12:42:51,1.78,1.0,239,163,12.1
2026-01-17 01:50:14,1.47,1.0,164,79,10.0
2026-01-13 15:46:16,0.7,1.0,239,236,5.8
2026-01-31 00:07:47,5.41,1.0,79,61,34.32
2026-01-30 10:27:40,1.03,1.0,239,143,7.9
2026-01-07 15:17:59,0.36,1.0,231,261,5.1
2026-01-13 19:01:43,0.7,1.0,229,237,7.9
2026-01-03 19:08:43,1.55,2.0,114,186,17.7
2026-01-14 17:10:45,0.62,1.0,170,107,5.8
2026-01-12 18:24:27,0.4,1.0,186,90,4.4
2026-01-29 21:01:43,3.2,1.0,231,246,17.0
2026-01-13 14:20:08,1.75,1.0,170,68,16.3
2026-01-03 13:44:22,1.04,1.0,79,107,7.2
2026-01-22 22:24:20,1.16,2.0,209,231,8.6
2026-01-24 15:40:48,1.8,1.0,170,249,13.5
2026-01-02 16:17:31,0.49,1.0,113,234,5.8
2026-01-27 17:48:27,6.19,3.0,237,231,33.8
2026-01-17 16:40:39,0.9,1.0,263,140,6.5
2026-01-03 13:59:41,1.48,1.0,161,107,12.1
2026-01-28 18:01:03,3.92,1.0,143,116,25.4
2026-01-03 16:36:47,1.34,4.0,237,263,8.6
2026-01-07 15:24:06,3.8,1.0,140,41,24.0
2026-01-06 20:35:34,0.58,1.0,142,48,5.8
2026-01-16 17:20:49,3.48,2.0,246,113,21.9
2026-01-08 16:22:24,9.29,1.0,164,138,38.7
2026-01-20 11:03:58,0.71,1.0,236,263,7.2
2026-01-11 12:50:48,2.1,1.0,77,76,19.5
2026-01-22 13:29:05,0.3,1.0,238,239,4.4
2026-01-20 14:48:07,5.2,1.0,243,213,26.5
2026-01-22 08:00:43,1.6,1.0,164,162,10.7
2026-01-06 19:10:16,0.82,1.0,68,68,6.5
2026-01-19 10:25:54,2.23,1.0,233,68,14.2
2026-01-06 23:40:37,11.48,2.0,132,62,48.5
2026-01-15 20:20:01,1.06,1.0,43,162,12.1
2026-01-15 12:43:18,1.6,1.0,236,140,14.2
2026-01-18 19:12:49,1.6,1.0,239,230,11.4
2026-01-18 00:00:43,1.8,1.0,142,151,9.3
2026-01-21 16:21:01,0.37,1.0,170,164,5.1
2026-01-06 21:23:28,2.96,2.0,141,79,16.3
2026-01-10 20:29:06,1.5,1.0,186,246,12.1
2026-01-10 06:54:33,2.95,2.0,68,231,14.2
2026-01-18 18:13:08,0.4,1.0,230,48,6.5
2026-01-23 21:23:21,0.8,1.0,237,237,7.2
2026-01-28 00:04:12,1.23,1.0,249,170,11.4
2026-01-08 08:55:57,1.74,1.0,237,164,14.9
2026-01-27 16:16:50,2.23,1.0,164,236,30.3
2026-01-22 12:11:14,4.4,1.0,151,161,22.6
2026-01-23 18:37:39,2.0,2.0,211,107,15.6
2026-01-17 18:34:40,2.45,1.0,142,137,15.6
2026-01-16 12:03:42,0.4,1.0,263,236,5.8
2026-01-05 10:33:21,0.49,1.0,100,170,5.8
2026-01-19 07:02:25,2.71,1.0,197,132,88.0
2026-01-31 22:50:48,0.42,1.0,236,237,5.1
2026-01-29 20:43:27,0.79,1.0,142,163,7.9
2026-01-10 15:19:41,1.75,1.0,142,151,11.4
2026-01-28 07:59:53,1.75,1.0,164,142,16.3
2026-01-04 16:51:14,0.2,1.0,236,236,4.4
2026-01-30 13:21:42,4.42,1.0,90,45,27.5
2026-01-17 13:55:27,1.56,1.0,158,211,16.3
2026-01-24 18:07:35,1.29,1.0,90,114,12.1
2026-01-11 09:25:40,2.97,1.0,237,68,17.7
2026-01-11 11:29:29,0.91,1.0,151,166,6.5
2026-01-21 09:48:47,1.09,1.0,107,211,9.3
2026-01-12 19:08:07,1.68,2.0,161,142,10.7
2026-01-11 15:57:31,1.11,1.0,161,237,10.7
2026-01-16 10:57:42,17.51,1.0,132,100,70.0
2026-01-22 21:06:16,18.8,1.0,32,39,62.5
2026-01-06 07:22:57,10.0,1.0,41,25,37.5
2026-01-13 22:59:15,1.09,1.0,170,230,7.9
2026-01-21 13:18:32,2.87,1.0,90,142,20.5
2026-01-30 18:17:30,0.62,1.0,137,162,7.9
2026-01-28 13:27:25,1.97,1.0,107,246,26.1
2026-01-04 10:45:47,0.76,1.0,162,48,7.9
2026-01-30 01:43:31,5.4,1.0,125,265,75.0
2026-01-16 14:36:09,0.48,1.0,137,170,6.5
2026-01-08 19:27:28,2.03,1.0,230,238,12.1
2026-01-17 11:33:27,1.81,1.0,233,141,12.8
2026-01-22 08:33:05,6.66,1.0,141,244,38.7
2026-01-14 12:50:08,2.96,1.0,144,230,22.6
2026-01-05 10:30:48,0.74,1.0,68,100,10.0
2026-01-24 21:08:10,0.78,2.0,140,262,5.8
